pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,certification-err=1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error below,certification-result,certification-time,certification-err=1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.3: error when ,certification-err=1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.4: error when ,certification-err=1: error below AC-dependency pair processor 1.2: error below the dependency graph processor 1.2.1: error below,certification-err=1: error below AC-dependency pair processor 1.2: error while trying to perform Sctxt_closure-decomposition on ,certification-err=1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.2: error when ,certification-err=1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when 
516331412,TRS_Equational/AProVE_AC_04/AC19.xml,13152944,NaTT 1.6.1,29473,Certifiable,360199,complete,0.060920813,0.0791358947754,9482240.0,YES,-,CERTIFIED,0.33,-,-,-,-,-,-
516331413,TRS_Equational/AProVE_AC_04/AC49.xml,13152945,AProVE21,33789,certified,551426,complete,9.445860252,3.34612989426,6.3561728E8,YES,-,CERTIFIED,0.10,-,-,-,-,-,-
516331414,TRS_Equational/AProVE_AC_04/AC49.xml,13152945,NaTT 1.6.1,29473,Certifiable,360199,complete,0.079751289,0.0737340450287,7946240.0,YES,-,CERTIFIED,0.42,-,-,-,-,-,-
516331415,TRS_Equational/AProVE_AC_04/AC07.xml,13152946,AProVE21,33789,certified,551426,complete,7.815050393,3.31752991676,4.9446912E8,YES,-,CERTIFIED,0.28,-,-,-,-,-,-
516331416,TRS_Equational/AProVE_AC_04/AC07.xml,13152946,NaTT 1.6.1,29473,Certifiable,360199,complete,0.058520326,0.129205942154,6119424.0,YES,-,CERTIFIED,0.33,-,-,-,-,-,-
516331417,TRS_Equational/AProVE_AC_04/AC09.xml,13152947,AProVE21,33789,certified,551426,complete,5.50084025,2.1467461586,4.79711232E8,YES,-,CERTIFIED,0.06,-,-,-,-,-,-
516331418,TRS_Equational/AProVE_AC_04/AC09.xml,13152947,NaTT 1.6.1,29473,Certifiable,360199,complete,0.10006059,0.118100166321,8650752.0,YES,-,REJECTED,0.40,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331419,TRS_Equational/AProVE_AC_04/AC18.xml,13152948,AProVE21,33789,certified,551426,complete,14.50077428,6.0668399334,8.50132992E8,YES,-,CERTIFIED,0.32,-,-,-,-,-,-
516331420,TRS_Equational/AProVE_AC_04/AC18.xml,13152948,NaTT 1.6.1,29473,Certifiable,360199,complete,0.18101447,0.160573959351,1.5970304E7,MAYBE,-,-,-,-,-,-,-,-,-
516331421,TRS_Equational/AProVE_AC_04/AC11.xml,13152949,AProVE21,33789,certified,551426,complete,10.233730103,4.06041502953,6.65751552E8,YES,-,CERTIFIED,0.07,-,-,-,-,-,-
516331422,TRS_Equational/AProVE_AC_04/AC11.xml,13152949,NaTT 1.6.1,29473,Certifiable,360199,complete,0.05158538,0.0726561546326,7700480.0,YES,-,CERTIFIED,0.31,-,-,-,-,-,-
516331423,TRS_Equational/AProVE_AC_04/AC16.xml,13152950,AProVE21,33789,certified,551426,complete,6.666106691,2.49409985542,4.97778688E8,YES,-,CERTIFIED,0.05,-,-,-,-,-,-
516331424,TRS_Equational/AProVE_AC_04/AC16.xml,13152950,NaTT 1.6.1,29473,Certifiable,360199,complete,0.090178422,0.136061906815,9142272.0,YES,-,REJECTED,0.41,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331425,TRS_Equational/AProVE_AC_04/AC23.xml,13152951,AProVE21,33789,certified,551426,complete,5.944258589,2.32067298889,4.70171648E8,YES,-,CERTIFIED,0.09,-,-,-,-,-,-
516331426,TRS_Equational/AProVE_AC_04/AC23.xml,13152951,NaTT 1.6.1,29473,Certifiable,360199,complete,0.208309001,0.180370092392,1.8071552E7,MAYBE,-,-,-,-,-,-,-,-,-
516331427,TRS_Equational/AProVE_AC_04/AC24.xml,13152952,AProVE21,33789,certified,551426,complete,5.785967656,2.26006507874,4.73071616E8,YES,-,CERTIFIED,0.07,-,-,-,-,-,-
516331428,TRS_Equational/AProVE_AC_04/AC24.xml,13152952,NaTT 1.6.1,29473,Certifiable,360199,complete,0.110340089,0.121069908142,1.4073856E7,MAYBE,-,-,-,-,-,-,-,-,-
516331429,TRS_Equational/AProVE_AC_04/AC51.xml,13152953,AProVE21,33789,certified,551426,complete,5.571033415,2.16191101074,4.77011968E8,YES,-,CERTIFIED,0.03,-,-,-,-,-,-
516331430,TRS_Equational/AProVE_AC_04/AC51.xml,13152953,NaTT 1.6.1,29473,Certifiable,360199,complete,0.038578347,0.0771107673645,6582272.0,YES,-,CERTIFIED,0.16,-,-,-,-,-,-
516331431,TRS_Equational/AProVE_AC_04/AC15.xml,13152954,AProVE21,33789,certified,551426,complete,5.628015504,2.19799113274,4.83356672E8,YES,-,CERTIFIED,0.02,-,-,-,-,-,-
516331432,TRS_Equational/AProVE_AC_04/AC15.xml,13152954,NaTT 1.6.1,29473,Certifiable,360199,complete,0.08157108,0.111472129822,9732096.0,YES,-,REJECTED,0.24,-,-,1: error below AC-dependency pair processor 1.2: error below the dependency graph processor 1.2.1: error below AC-reduction pair,-,-,-
516331433,TRS_Equational/AProVE_AC_04/AC12.xml,13152955,AProVE21,33789,certified,551426,complete,5.797513392,2.22352290154,4.74882048E8,YES,-,CERTIFIED,0.05,-,-,-,-,-,-
516331434,TRS_Equational/AProVE_AC_04/AC12.xml,13152955,NaTT 1.6.1,29473,Certifiable,360199,complete,0.177940296,0.196909189224,1.0928128E7,YES,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error below AC-reduction pair,REJECTED,0.45,-,-,-,-,-,-
516331435,TRS_Equational/AProVE_AC_04/AC27.xml,13152956,AProVE21,33789,certified,551426,complete,8.26405283,4.17311406136,5.69094144E8,YES,-,CERTIFIED,0.27,-,-,-,-,-,-
516331436,TRS_Equational/AProVE_AC_04/AC27.xml,13152956,NaTT 1.6.1,29473,Certifiable,360199,complete,0.239799197,0.223313808441,1.4409728E7,YES,-,REJECTED,0.51,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331437,TRS_Equational/AProVE_AC_04/AC20.xml,13152957,AProVE21,33789,certified,551426,complete,7.987863209,3.42788696289,5.25172736E8,YES,-,CERTIFIED,0.35,-,-,-,-,-,-
516331438,TRS_Equational/AProVE_AC_04/AC20.xml,13152957,NaTT 1.6.1,29473,Certifiable,360199,complete,0.112875446,0.125370979309,9052160.0,YES,-,REJECTED,0.45,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.2: error when applying AC-reduct,-
516331439,TRS_Equational/AProVE_AC_04/AC52.xml,13152958,AProVE21,33789,certified,551426,complete,7.190561779,2.63731217384,4.95489024E8,YES,-,CERTIFIED,0.15,-,-,-,-,-,-
516331440,TRS_Equational/AProVE_AC_04/AC52.xml,13152958,NaTT 1.6.1,29473,Certifiable,360199,complete,0.523434862,0.413654088974,1.529856E7,YES,-,REJECTED,0.26,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331441,TRS_Equational/AProVE_AC_04/AC03.xml,13152959,AProVE21,33789,certified,551426,complete,7.60696762,2.75222396851,5.08637184E8,YES,-,CERTIFIED,0.32,-,-,-,-,-,-
516331442,TRS_Equational/AProVE_AC_04/AC03.xml,13152959,NaTT 1.6.1,29473,Certifiable,360199,complete,0.08826551,0.0762510299683,9867264.0,YES,-,REJECTED,0.35,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.2: error when applying AC-reduct,-
516331443,TRS_Equational/AProVE_AC_04/AC04.xml,13152960,AProVE21,33789,certified,551426,complete,8.125322681,2.93909811974,5.25021184E8,YES,-,CERTIFIED,0.35,-,-,-,-,-,-
516331444,TRS_Equational/AProVE_AC_04/AC04.xml,13152960,NaTT 1.6.1,29473,Certifiable,360199,complete,0.107759396,0.0932950973511,9232384.0,YES,-,REJECTED,0.45,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.2: error when applying AC-reduct,-
516331445,TRS_Equational/AProVE_AC_04/AC54.xml,13152961,AProVE21,33789,certified,551426,complete,8.876981586,3.19212412834,5.8390528E8,YES,-,CERTIFIED,0.54,-,-,-,-,-,-
516331446,TRS_Equational/AProVE_AC_04/AC54.xml,13152961,NaTT 1.6.1,29473,Certifiable,360199,complete,0.10686627,0.0999782085419,6602752.0,YES,-,CERTIFIED,0.62,-,-,-,-,-,-
516331447,TRS_Equational/AProVE_AC_04/AC28.xml,13152962,AProVE21,33789,certified,551426,complete,18.249583313,6.69336509705,1.21556992E9,YES,-,CERTIFIED,0.10,-,-,-,-,-,-
516331448,TRS_Equational/AProVE_AC_04/AC28.xml,13152962,NaTT 1.6.1,29473,Certifiable,360199,complete,0.055719324,0.0877830982208,9170944.0,YES,-,CERTIFIED,0.24,-,-,-,-,-,-
516331449,TRS_Equational/AProVE_AC_04/AC53.xml,13152963,AProVE21,33789,certified,551426,complete,6.767106277,2.4633898735,4.92683264E8,YES,-,CERTIFIED,0.05,-,-,-,-,-,-
516331450,TRS_Equational/AProVE_AC_04/AC53.xml,13152963,NaTT 1.6.1,29473,Certifiable,360199,complete,0.052944973,0.0464189052582,1.00352E7,YES,-,CERTIFIED,0.05,-,-,-,-,-,-
516331451,TRS_Equational/AProVE_AC_04/AC21.xml,13152964,AProVE21,33789,certified,551426,complete,19.589204969,15.0744991302,1.203535872E9,YES,-,CERTIFIED,1.82,-,-,-,-,-,-
516331452,TRS_Equational/AProVE_AC_04/AC21.xml,13152964,NaTT 1.6.1,29473,Certifiable,360199,complete,0.2366144,0.180438041687,1.9746816E7,MAYBE,-,-,-,-,-,-,-,-,-
516331453,TRS_Equational/AProVE_AC_04/AC26.xml,13152965,AProVE21,33789,certified,551426,complete,5.633411596,2.15690302849,4.72109056E8,YES,-,CERTIFIED,0.07,-,-,-,-,-,-
516331454,TRS_Equational/AProVE_AC_04/AC26.xml,13152965,NaTT 1.6.1,29473,Certifiable,360199,complete,0.128017484,0.102364063263,9650176.0,YES,-,REJECTED,0.48,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331455,TRS_Equational/AProVE_AC_04/AC13.xml,13152966,AProVE21,33789,certified,551426,complete,5.589787953,2.13101911545,4.7167488E8,YES,-,CERTIFIED,0.06,-,-,-,-,-,-
516331456,TRS_Equational/AProVE_AC_04/AC13.xml,13152966,NaTT 1.6.1,29473,Certifiable,360199,complete,0.099656397,0.0809180736542,9064448.0,YES,-,REJECTED,0.37,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331457,TRS_Equational/AProVE_AC_04/AC14.xml,13152967,AProVE21,33789,certified,551426,complete,5.782777758,2.19502305984,4.77007872E8,YES,-,CERTIFIED,0.06,-,-,-,-,-,-
516331458,TRS_Equational/AProVE_AC_04/AC14.xml,13152967,NaTT 1.6.1,29473,Certifiable,360199,complete,0.100845816,0.120748996735,1.1546624E7,YES,-,REJECTED,0.36,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331459,TRS_Equational/AProVE_AC_04/IJCAR_AC1.xml,13152968,AProVE21,33789,certified,551426,complete,9.11794753,3.24963378906,5.70216448E8,YES,-,CERTIFIED,0.40,-,-,-,-,-,-
516331460,TRS_Equational/AProVE_AC_04/IJCAR_AC1.xml,13152968,NaTT 1.6.1,29473,Certifiable,360199,complete,0.118787983,0.103422880173,8900608.0,YES,-,REJECTED,0.49,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.2: error when applying AC-reduct,-
516331461,TRS_Equational/AProVE_AC_04/AC05.xml,13152969,AProVE21,33789,certified,551426,complete,8.545241798,3.9539399147,5.35773184E8,YES,-,CERTIFIED,0.39,-,-,-,-,-,-
516331462,TRS_Equational/AProVE_AC_04/AC05.xml,13152969,NaTT 1.6.1,29473,Certifiable,360199,complete,0.14873856,0.122936010361,1.247232E7,YES,-,REJECTED,0.46,-,-,-,-,-,1: error below AC-dependency pair processor 1.1: error below the dependency graph processor 1.1.1: error when applying AC-reduct
516331463,TRS_Equational/AProVE_AC_04/AC02.xml,13152970,AProVE21,33789,certified,551426,complete,5.16240024,2.08879208565,4.69364736E8,YES,-,CERTIFIED,0.04,-,-,-,-,-,-
516331464,TRS_Equational/AProVE_AC_04/AC02.xml,13152970,NaTT 1.6.1,29473,Certifiable,360199,complete,0.034374261,0.0324521064758,6418432.0,YES,-,CERTIFIED,0.13,-,-,-,-,-,-
516331465,TRS_Equational/Mixed_C/PEANO-NAT_complete.xml,13152924,AProVE21,33789,certified,551426,complete,204.1092197,185.196973085,1.1574788096E10,--,-,-,-,-,-,-,-,-,-
516331466,TRS_Equational/Mixed_C/PEANO-NAT_complete.xml,13152924,NaTT 1.6.1,29473,Certifiable,360199,complete,1.834703051,1.52536487579,6.2304256E7,MAYBE,-,-,-,-,-,-,-,-,-
516331467,TRS_Equational/Mixed_C/maude2.xml,13152925,AProVE21,33789,certified,551426,complete,8.098183782,2.95498800278,5.4417408E8,--,-,-,-,-,-,-,-,-,-
516331468,TRS_Equational/Mixed_C/maude2.xml,13152925,NaTT 1.6.1,29473,Certifiable,360199,complete,0.501577696,0.466150999069,1.9615744E7,MAYBE,-,-,-,-,-,-,-,-,-
516331469,TRS_Equational/Mixed_C/PEANO-NAT_nosorts.xml,13152926,AProVE21,33789,certified,551426,complete,16.667919735,13.2375020981,1.201188864E9,--,-,-,-,-,-,-,-,-,-
516331470,TRS_Equational/Mixed_C/PEANO-NAT_nosorts.xml,13152926,NaTT 1.6.1,29473,Certifiable,360199,complete,0.242467046,0.251125097275,1.7944576E7,MAYBE,-,-,-,-,-,-,-,-,-
516331471,TRS_Equational/Mixed_C/PEANO-NAT_complete-noand.xml,13152927,AProVE21,33789,certified,551426,complete,331.739757185,292.462059975,9.916514304E9,--,-,-,-,-,-,-,-,-,-
516331472,TRS_Equational/Mixed_C/PEANO-NAT_complete-noand.xml,13152927,NaTT 1.6.1,29473,Certifiable,360199,complete,52.504810495,52.070650816,1.97492736E8,MAYBE,-,-,-,-,-,-,-,-,-
516331473,TRS_Equational/Mixed_C/AC46.xml,13152928,AProVE21,33789,certified,551426,complete,8.699945942,3.04102301598,5.4368256E8,YES,-,CERTIFIED,0.37,-,-,-,-,-,-
516331474,TRS_Equational/Mixed_C/AC46.xml,13152928,NaTT 1.6.1,29473,Certifiable,360199,complete,0.151690745,0.141272068024,8318976.0,YES,-,CERTIFIED,0.55,-,-,-,-,-,-
516331475,TRS_Equational/Mixed_C/AC42.xml,13152929,AProVE21,33789,certified,551426,complete,6.628281528,2.44581604004,4.89230336E8,YES,-,CERTIFIED,0.15,-,-,-,-,-,-
516331476,TRS_Equational/Mixed_C/AC42.xml,13152929,NaTT 1.6.1,29473,Certifiable,360199,complete,0.052366959,0.110874891281,9158656.0,YES,-,REJECTED,0.21,-,-,-,1: error below AC-dependency pair processor 1.2: error while trying to perform Sctxt_closure-decomposition on weak pairs: gcd#(x,-,-
516331477,TRS_Equational/Mixed_C/AC45.xml,13152930,AProVE21,33789,certified,551426,complete,7.034191593,2.5349009037,4.80935936E8,YES,-,CERTIFIED,0.13,-,-,-,-,-,-
516331478,TRS_Equational/Mixed_C/AC45.xml,13152930,NaTT 1.6.1,29473,Certifiable,360199,complete,0.052443136,0.092710018158,7585792.0,YES,-,CERTIFIED,0.22,-,-,-,-,-,-
516331479,TRS_Equational/Mixed_C/AC44.xml,13152931,AProVE21,33789,certified,551426,complete,6.813057483,2.55948209763,4.78646272E8,YES,-,CERTIFIED,0.17,-,-,-,-,-,-
516331480,TRS_Equational/Mixed_C/AC44.xml,13152931,NaTT 1.6.1,29473,Certifiable,360199,complete,0.058935907,0.0547969341278,7671808.0,YES,-,REJECTED,0.23,-,-,-,1: error below AC-dependency pair processor 1.2: error while trying to perform Sctxt_closure-decomposition on weak pairs: gcd#(x,-,-
516331481,TRS_Equational/Mixed_C/AC43.xml,13152932,AProVE21,33789,certified,551426,complete,6.816951205,2.51298809052,4.85445632E8,YES,-,CERTIFIED,0.14,-,-,-,-,-,-
516331482,TRS_Equational/Mixed_C/AC43.xml,13152932,NaTT 1.6.1,29473,Certifiable,360199,complete,0.045850425,0.0893769264221,5865472.0,YES,-,REJECTED,0.17,-,-,-,1: error below AC-dependency pair processor 1.2: error while trying to perform Sctxt_closure-decomposition on weak pairs: gcd#(x,-,-
516331483,TRS_Equational/Mixed_C/PEANO-NAT_nosorts-noand.xml,13152933,AProVE21,33789,certified,551426,complete,13.659511189,6.11233615875,1.205604352E9,--,-,-,-,-,-,-,-,-,-
516331484,TRS_Equational/Mixed_C/PEANO-NAT_nosorts-noand.xml,13152933,NaTT 1.6.1,29473,Certifiable,360199,complete,0.354722417,0.284843921661,2.5800704E7,MAYBE,-,-,-,-,-,-,-,-,-
516331485,TRS_Equational/Mixed_C/PEANO-NAT_nokinds.xml,13152934,AProVE21,33789,certified,551426,complete,22.228904767,16.1052811146,1.2765184E9,--,-,-,-,-,-,-,-,-,-
516331486,TRS_Equational/Mixed_C/PEANO-NAT_nokinds.xml,13152934,NaTT 1.6.1,29473,Certifiable,360199,complete,0.677828636,0.563355922699,3.3759232E7,MAYBE,-,-,-,-,-,-,-,-,-
516331487,TRS_Equational/Mixed_C/PEANO-NAT_nokinds-noand.xml,13152935,AProVE21,33789,certified,551426,complete,20.655440514,8.99689292908,1.240064E9,--,-,-,-,-,-,-,-,-,-
516331488,TRS_Equational/Mixed_C/PEANO-NAT_nokinds-noand.xml,13152935,NaTT 1.6.1,29473,Certifiable,360199,complete,0.971053711,0.833029985428,4.2799104E7,MAYBE,-,-,-,-,-,-,-,-,-
